district,year,month,date,ndvi,ndwi,ndbi,sensor,cloud_cover_pct,data_source,notes
Pudukkottai,2015,5,2015-05-15,0.356,0.213,0.197,Sentinel-2B MSI,3.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Pudukkottai, 2015-05. Replace with real Sentinel-2/Landsat analysis."
Pudukkottai,2015,6,2015-06-15,0.571,0.139,-0.116,Landsat-8 OLI,14.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Pudukkottai, 2015-06. Replace with real Sentinel-2/Landsat analysis."
Pudukkottai,2015,7,2015-07-15,0.584,0.211,-0.235,Landsat-5 TM,3.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Pudukkottai, 2015-07. Replace with real Sentinel-2/Landsat analysis."
Pudukkottai,2015,8,2015-08-15,0.594,-0.046,0.136,Landsat-8 OLI,6.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Pudukkottai, 2015-08. Replace with real Sentinel-2/Landsat analysis."
Pudukkottai,2015,9,2015-09-15,0.559,0.291,-0.105,Landsat-8 OLI,1.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Pudukkottai, 2015-09. Replace with real Sentinel-2/Landsat analysis."
Pudukkottai,2015,10,2015-10-15,0.684,-0.147,0.262,Sentinel-2A MSI,4.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Pudukkottai, 2015-10. Replace with real Sentinel-2/Landsat analysis."
Pudukkottai,2015,11,2015-11-15,0.401,-0.072,0.16,Landsat-7 ETM+,7.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Pudukkottai, 2015-11. Replace with real Sentinel-2/Landsat analysis."
Pudukkottai,2015,12,2015-12-15,0.413,0.411,-0.136,Landsat-7 ETM+,12.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Pudukkottai, 2015-12. Replace with real Sentinel-2/Landsat analysis."
Ramanathapuram,2005,1,2005-01-15,0.503,0.145,-0.184,Landsat-5 TM,10.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ramanathapuram, 2005-01. Replace with real Sentinel-2/Landsat analysis."
Ramanathapuram,2005,2,2005-02-15,0.494,0.135,0.048,Landsat-5 TM,12.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ramanathapuram, 2005-02. Replace with real Sentinel-2/Landsat analysis."
Ramanathapuram,2005,3,2005-03-15,0.206,0.229,0.235,Sentinel-2B MSI,13.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ramanathapuram, 2005-03. Replace with real Sentinel-2/Landsat analysis."
Ramanathapuram,2005,4,2005-04-15,0.297,0.241,-0.096,Landsat-7 ETM+,11.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ramanathapuram, 2005-04. Replace with real Sentinel-2/Landsat analysis."
Ramanathapuram,2005,5,2005-05-15,0.178,-0.104,0.267,Landsat-5 TM,7.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ramanathapuram, 2005-05. Replace with real Sentinel-2/Landsat analysis."
Ramanathapuram,2005,6,2005-06-15,0.587,-0.078,0.287,Sentinel-2B MSI,6.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ramanathapuram, 2005-06. Replace with real Sentinel-2/Landsat analysis."
Ramanathapuram,2005,7,2005-07-15,0.608,-0.052,0.07,Landsat-8 OLI,5.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ramanathapuram, 2005-07. Replace with real Sentinel-2/Landsat analysis."
Ramanathapuram,2005,8,2005-08-15,0.677,-0.016,-0.102,Sentinel-2B MSI,5.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ramanathapuram, 2005-08. Replace with real Sentinel-2/Landsat analysis."
Ramanathapuram,2005,9,2005-09-15,0.498,0.093,0.164,Landsat-8 OLI,12.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ramanathapuram, 2005-09. Replace with real Sentinel-2/Landsat analysis."
Ramanathapuram,2005,10,2005-10-15,0.502,-0.108,0.067,Landsat-7 ETM+,12.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ramanathapuram, 2005-10. Replace with real Sentinel-2/Landsat analysis."
Ramanathapuram,2005,11,2005-11-15,0.525,0.189,0.221,Landsat-7 ETM+,2.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ramanathapuram, 2005-11. Replace with real Sentinel-2/Landsat analysis."
Ramanathapuram,2005,12,2005-12-15,0.507,0.364,-0.153,Sentinel-2A MSI,2.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ramanathapuram, 2005-12. Replace with real Sentinel-2/Landsat analysis."
Ramanathapuram,2011,1,2011-01-15,0.542,-0.026,-0.076,Sentinel-2A MSI,4.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ramanathapuram, 2011-01. Replace with real Sentinel-2/Landsat analysis."
Ramanathapuram,2011,2,2011-02-15,0.469,-0.121,0.13,Landsat-5 TM,3.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ramanathapuram, 2011-02. Replace with real Sentinel-2/Landsat analysis."
Ramanathapuram,2011,3,2011-03-15,0.235,-0.333,0.16,Landsat-8 OLI,5.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ramanathapuram, 2011-03. Replace with real Sentinel-2/Landsat analysis."
Ramanathapuram,2011,4,2011-04-15,0.305,-0.22,-0.239,Landsat-5 TM,5.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ramanathapuram, 2011-04. Replace with real Sentinel-2/Landsat analysis."
Ramanathapuram,2011,5,2011-05-15,0.296,0.004,0.107,Sentinel-2B MSI,2.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ramanathapuram, 2011-05. Replace with real Sentinel-2/Landsat analysis."
Ramanathapuram,2011,6,2011-06-15,0.67,0.271,0.018,Sentinel-2A MSI,13.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ramanathapuram, 2011-06. Replace with real Sentinel-2/Landsat analysis."
Ramanathapuram,2011,7,2011-07-15,0.543,0.242,-0.17,Landsat-7 ETM+,9.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ramanathapuram, 2011-07. Replace with real Sentinel-2/Landsat analysis."
Ramanathapuram,2011,8,2011-08-15,0.721,0.229,-0.027,Landsat-5 TM,1.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ramanathapuram, 2011-08. Replace with real Sentinel-2/Landsat analysis."
Ramanathapuram,2011,9,2011-09-15,0.534,0.257,0.141,Sentinel-2B MSI,9.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ramanathapuram, 2011-09. Replace with real Sentinel-2/Landsat analysis."
Ramanathapuram,2011,10,2011-10-15,0.526,0.404,-0.05,Sentinel-2B MSI,7.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ramanathapuram, 2011-10. Replace with real Sentinel-2/Landsat analysis."
Ramanathapuram,2011,11,2011-11-15,0.407,0.398,-0.181,Landsat-7 ETM+,9.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ramanathapuram, 2011-11. Replace with real Sentinel-2/Landsat analysis."
Ramanathapuram,2011,12,2011-12-15,0.558,-0.144,-0.158,Landsat-5 TM,1.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ramanathapuram, 2011-12. Replace with real Sentinel-2/Landsat analysis."
Ramanathapuram,2015,1,2015-01-15,0.535,-0.362,0.174,Sentinel-2B MSI,11.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ramanathapuram, 2015-01. Replace with real Sentinel-2/Landsat analysis."
Ramanathapuram,2015,2,2015-02-15,0.343,-0.291,0.11,Sentinel-2A MSI,4.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ramanathapuram, 2015-02. Replace with real Sentinel-2/Landsat analysis."
Ramanathapuram,2015,3,2015-03-15,0.178,0.039,-0.178,Landsat-7 ETM+,0.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ramanathapuram, 2015-03. Replace with real Sentinel-2/Landsat analysis."
Ramanathapuram,2015,4,2015-04-15,0.319,-0.172,0.012,Sentinel-2B MSI,14.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ramanathapuram, 2015-04. Replace with real Sentinel-2/Landsat analysis."
Ramanathapuram,2015,5,2015-05-15,0.223,0.264,0.047,Sentinel-2B MSI,9.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ramanathapuram, 2015-05. Replace with real Sentinel-2/Landsat analysis."
Ramanathapuram,2015,6,2015-06-15,0.653,0.195,0.038,Sentinel-2B MSI,4.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ramanathapuram, 2015-06. Replace with real Sentinel-2/Landsat analysis."
Ramanathapuram,2015,7,2015-07-15,0.558,0.363,-0.007,Landsat-8 OLI,6.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ramanathapuram, 2015-07. Replace with real Sentinel-2/Landsat analysis."
Ramanathapuram,2015,8,2015-08-15,0.448,0.166,0.167,Landsat-7 ETM+,5.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ramanathapuram, 2015-08. Replace with real Sentinel-2/Landsat analysis."
Ramanathapuram,2015,9,2015-09-15,0.542,0.445,0.271,Sentinel-2A MSI,4.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ramanathapuram, 2015-09. Replace with real Sentinel-2/Landsat analysis."
Ramanathapuram,2015,10,2015-10-15,0.71,0.218,0.188,Sentinel-2B MSI,5.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ramanathapuram, 2015-10. Replace with real Sentinel-2/Landsat analysis."
Ramanathapuram,2015,11,2015-11-15,0.438,0.076,-0.16,Sentinel-2A MSI,12.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ramanathapuram, 2015-11. Replace with real Sentinel-2/Landsat analysis."
Ramanathapuram,2015,12,2015-12-15,0.352,0.238,0.034,Sentinel-2B MSI,12.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ramanathapuram, 2015-12. Replace with real Sentinel-2/Landsat analysis."
Ranipet,2005,1,2005-01-15,0.465,0.12,0.195,Sentinel-2A MSI,2.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ranipet, 2005-01. Replace with real Sentinel-2/Landsat analysis."
Ranipet,2005,2,2005-02-15,0.327,-0.323,0.0,Sentinel-2A MSI,4.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ranipet, 2005-02. Replace with real Sentinel-2/Landsat analysis."
Ranipet,2005,3,2005-03-15,0.243,-0.386,-0.223,Sentinel-2B MSI,0.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ranipet, 2005-03. Replace with real Sentinel-2/Landsat analysis."
Ranipet,2005,4,2005-04-15,0.323,-0.312,-0.009,Landsat-5 TM,3.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ranipet, 2005-04. Replace with real Sentinel-2/Landsat analysis."
Ranipet,2005,5,2005-05-15,0.179,-0.161,-0.079,Sentinel-2A MSI,15.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ranipet, 2005-05. Replace with real Sentinel-2/Landsat analysis."
Ranipet,2005,6,2005-06-15,0.618,0.031,0.214,Landsat-7 ETM+,0.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ranipet, 2005-06. Replace with real Sentinel-2/Landsat analysis."
Ranipet,2005,7,2005-07-15,0.64,0.129,-0.144,Landsat-8 OLI,12.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ranipet, 2005-07. Replace with real Sentinel-2/Landsat analysis."
Ranipet,2005,8,2005-08-15,0.661,0.338,-0.113,Sentinel-2A MSI,3.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ranipet, 2005-08. Replace with real Sentinel-2/Landsat analysis."
Ranipet,2005,9,2005-09-15,0.718,0.315,-0.198,Landsat-7 ETM+,7.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ranipet, 2005-09. Replace with real Sentinel-2/Landsat analysis."
Ranipet,2005,10,2005-10-15,0.636,0.026,0.096,Landsat-5 TM,11.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ranipet, 2005-10. Replace with real Sentinel-2/Landsat analysis."
Ranipet,2005,11,2005-11-15,0.422,0.137,-0.086,Landsat-8 OLI,13.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ranipet, 2005-11. Replace with real Sentinel-2/Landsat analysis."
Ranipet,2005,12,2005-12-15,0.495,-0.121,0.098,Landsat-8 OLI,0.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ranipet, 2005-12. Replace with real Sentinel-2/Landsat analysis."
Ranipet,2011,1,2011-01-15,0.517,-0.123,-0.116,Landsat-5 TM,8.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ranipet, 2011-01. Replace with real Sentinel-2/Landsat analysis."
Ranipet,2011,2,2011-02-15,0.507,-0.292,0.174,Landsat-7 ETM+,2.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ranipet, 2011-02. Replace with real Sentinel-2/Landsat analysis."
Ranipet,2011,3,2011-03-15,0.18,0.252,0.298,Landsat-5 TM,0.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ranipet, 2011-03. Replace with real Sentinel-2/Landsat analysis."
Ranipet,2011,4,2011-04-15,0.299,0.154,-0.181,Landsat-7 ETM+,4.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ranipet, 2011-04. Replace with real Sentinel-2/Landsat analysis."
Ranipet,2011,5,2011-05-15,0.276,-0.157,0.24,Landsat-7 ETM+,0.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ranipet, 2011-05. Replace with real Sentinel-2/Landsat analysis."
Ranipet,2011,6,2011-06-15,0.586,-0.025,-0.228,Sentinel-2A MSI,8.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ranipet, 2011-06. Replace with real Sentinel-2/Landsat analysis."
Ranipet,2011,7,2011-07-15,0.612,0.197,0.049,Landsat-8 OLI,11.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ranipet, 2011-07. Replace with real Sentinel-2/Landsat analysis."
Ranipet,2011,8,2011-08-15,0.566,0.44,0.055,Landsat-5 TM,8.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ranipet, 2011-08. Replace with real Sentinel-2/Landsat analysis."
Ranipet,2011,9,2011-09-15,0.617,0.179,-0.0,Sentinel-2B MSI,5.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ranipet, 2011-09. Replace with real Sentinel-2/Landsat analysis."
Ranipet,2011,10,2011-10-15,0.458,0.4,0.177,Landsat-7 ETM+,4.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ranipet, 2011-10. Replace with real Sentinel-2/Landsat analysis."
Ranipet,2011,11,2011-11-15,0.409,0.373,-0.146,Sentinel-2A MSI,11.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ranipet, 2011-11. Replace with real Sentinel-2/Landsat analysis."
Ranipet,2011,12,2011-12-15,0.359,0.087,-0.073,Landsat-5 TM,7.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ranipet, 2011-12. Replace with real Sentinel-2/Landsat analysis."
Ranipet,2015,1,2015-01-15,0.397,-0.309,0.23,Landsat-7 ETM+,1.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ranipet, 2015-01. Replace with real Sentinel-2/Landsat analysis."
Ranipet,2015,2,2015-02-15,0.342,0.049,-0.036,Sentinel-2A MSI,7.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ranipet, 2015-02. Replace with real Sentinel-2/Landsat analysis."
Ranipet,2015,3,2015-03-15,0.266,-0.144,0.083,Landsat-5 TM,0.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ranipet, 2015-03. Replace with real Sentinel-2/Landsat analysis."
Ranipet,2015,4,2015-04-15,0.35,0.25,0.208,Sentinel-2A MSI,12.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ranipet, 2015-04. Replace with real Sentinel-2/Landsat analysis."
Ranipet,2015,5,2015-05-15,0.168,0.257,-0.021,Landsat-8 OLI,11.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ranipet, 2015-05. Replace with real Sentinel-2/Landsat analysis."
Ranipet,2015,6,2015-06-15,0.479,0.17,0.154,Landsat-8 OLI,1.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ranipet, 2015-06. Replace with real Sentinel-2/Landsat analysis."
Ranipet,2015,7,2015-07-15,0.517,-0.129,-0.123,Sentinel-2A MSI,2.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ranipet, 2015-07. Replace with real Sentinel-2/Landsat analysis."
Ranipet,2015,8,2015-08-15,0.583,0.238,-0.152,Sentinel-2B MSI,6.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ranipet, 2015-08. Replace with real Sentinel-2/Landsat analysis."
Ranipet,2015,9,2015-09-15,0.496,0.051,0.002,Sentinel-2A MSI,13.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ranipet, 2015-09. Replace with real Sentinel-2/Landsat analysis."
Ranipet,2015,10,2015-10-15,0.468,0.081,-0.064,Landsat-7 ETM+,8.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ranipet, 2015-10. Replace with real Sentinel-2/Landsat analysis."
Ranipet,2015,11,2015-11-15,0.513,0.432,0.053,Landsat-8 OLI,12.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ranipet, 2015-11. Replace with real Sentinel-2/Landsat analysis."
Ranipet,2015,12,2015-12-15,0.446,0.378,-0.072,Landsat-7 ETM+,8.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Ranipet, 2015-12. Replace with real Sentinel-2/Landsat analysis."
Salem,2005,1,2005-01-15,0.419,0.248,-0.01,Sentinel-2A MSI,6.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Salem, 2005-01. Replace with real Sentinel-2/Landsat analysis."
Salem,2005,2,2005-02-15,0.452,0.288,0.178,Sentinel-2B MSI,2.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Salem, 2005-02. Replace with real Sentinel-2/Landsat analysis."
Salem,2005,3,2005-03-15,0.279,0.289,-0.032,Landsat-8 OLI,0.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Salem, 2005-03. Replace with real Sentinel-2/Landsat analysis."
Salem,2005,4,2005-04-15,0.333,-0.207,0.155,Sentinel-2B MSI,8.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Salem, 2005-04. Replace with real Sentinel-2/Landsat analysis."
Salem,2005,5,2005-05-15,0.224,-0.078,-0.064,Landsat-8 OLI,5.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Salem, 2005-05. Replace with real Sentinel-2/Landsat analysis."
Salem,2005,6,2005-06-15,0.598,0.368,-0.099,Sentinel-2A MSI,8.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Salem, 2005-06. Replace with real Sentinel-2/Landsat analysis."
Salem,2005,7,2005-07-15,0.473,0.027,0.115,Sentinel-2A MSI,12.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Salem, 2005-07. Replace with real Sentinel-2/Landsat analysis."
Salem,2005,8,2005-08-15,0.665,0.435,0.177,Landsat-8 OLI,0.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Salem, 2005-08. Replace with real Sentinel-2/Landsat analysis."
Salem,2005,9,2005-09-15,0.681,0.346,0.357,Landsat-8 OLI,5.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Salem, 2005-09. Replace with real Sentinel-2/Landsat analysis."
Salem,2005,10,2005-10-15,0.687,0.407,0.328,Landsat-7 ETM+,11.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Salem, 2005-10. Replace with real Sentinel-2/Landsat analysis."
Salem,2005,11,2005-11-15,0.563,0.244,0.198,Landsat-5 TM,4.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Salem, 2005-11. Replace with real Sentinel-2/Landsat analysis."
Salem,2005,12,2005-12-15,0.362,-0.095,0.126,Landsat-7 ETM+,2.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Salem, 2005-12. Replace with real Sentinel-2/Landsat analysis."
Salem,2011,1,2011-01-15,0.534,0.28,0.264,Sentinel-2B MSI,7.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Salem, 2011-01. Replace with real Sentinel-2/Landsat analysis."
Salem,2011,2,2011-02-15,0.373,-0.124,-0.077,Landsat-5 TM,7.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Salem, 2011-02. Replace with real Sentinel-2/Landsat analysis."
Salem,2011,3,2011-03-15,0.304,-0.216,0.069,Sentinel-2A MSI,11.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Salem, 2011-03. Replace with real Sentinel-2/Landsat analysis."
Salem,2011,4,2011-04-15,0.14,-0.008,0.118,Sentinel-2B MSI,2.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Salem, 2011-04. Replace with real Sentinel-2/Landsat analysis."
Salem,2011,5,2011-05-15,0.297,-0.228,-0.111,Sentinel-2A MSI,4.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Salem, 2011-05. Replace with real Sentinel-2/Landsat analysis."
Salem,2011,6,2011-06-15,0.686,0.27,0.083,Landsat-8 OLI,2.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Salem, 2011-06. Replace with real Sentinel-2/Landsat analysis."
Salem,2011,7,2011-07-15,0.569,0.339,-0.057,Landsat-8 OLI,9.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Salem, 2011-07. Replace with real Sentinel-2/Landsat analysis."
Salem,2011,8,2011-08-15,0.741,-0.098,-0.125,Landsat-7 ETM+,3.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Salem, 2011-08. Replace with real Sentinel-2/Landsat analysis."
Salem,2011,9,2011-09-15,0.588,0.397,-0.088,Landsat-5 TM,3.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Salem, 2011-09. Replace with real Sentinel-2/Landsat analysis."
Salem,2011,10,2011-10-15,0.601,0.383,0.008,Landsat-8 OLI,10.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Salem, 2011-10. Replace with real Sentinel-2/Landsat analysis."
Salem,2011,11,2011-11-15,0.367,-0.184,-0.035,Sentinel-2B MSI,3.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Salem, 2011-11. Replace with real Sentinel-2/Landsat analysis."
Salem,2011,12,2011-12-15,0.484,0.184,0.193,Landsat-7 ETM+,10.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Salem, 2011-12. Replace with real Sentinel-2/Landsat analysis."
Salem,2015,1,2015-01-15,0.471,0.234,0.14,Landsat-8 OLI,2.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Salem, 2015-01. Replace with real Sentinel-2/Landsat analysis."
Salem,2015,2,2015-02-15,0.436,0.033,-0.121,Landsat-5 TM,1.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Salem, 2015-02. Replace with real Sentinel-2/Landsat analysis."
Salem,2015,3,2015-03-15,0.298,0.239,0.048,Landsat-5 TM,0.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Salem, 2015-03. Replace with real Sentinel-2/Landsat analysis."
Salem,2015,4,2015-04-15,0.338,-0.238,0.059,Landsat-5 TM,13.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Salem, 2015-04. Replace with real Sentinel-2/Landsat analysis."
Salem,2015,5,2015-05-15,0.257,-0.338,-0.041,Sentinel-2A MSI,8.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Salem, 2015-05. Replace with real Sentinel-2/Landsat analysis."
Salem,2015,6,2015-06-15,0.618,0.446,0.018,Sentinel-2A MSI,5.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Salem, 2015-06. Replace with real Sentinel-2/Landsat analysis."
Salem,2015,7,2015-07-15,0.482,0.046,0.194,Landsat-7 ETM+,14.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Salem, 2015-07. Replace with real Sentinel-2/Landsat analysis."
Salem,2015,8,2015-08-15,0.721,-0.157,-0.008,Sentinel-2A MSI,13.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Salem, 2015-08. Replace with real Sentinel-2/Landsat analysis."
Salem,2015,9,2015-09-15,0.647,0.188,0.004,Landsat-7 ETM+,5.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Salem, 2015-09. Replace with real Sentinel-2/Landsat analysis."
Salem,2015,10,2015-10-15,0.532,0.311,0.136,Sentinel-2B MSI,13.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Salem, 2015-10. Replace with real Sentinel-2/Landsat analysis."
Salem,2015,11,2015-11-15,0.479,0.201,0.085,Landsat-8 OLI,13.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Salem, 2015-11. Replace with real Sentinel-2/Landsat analysis."
Salem,2015,12,2015-12-15,0.42,-0.055,-0.074,Sentinel-2B MSI,10.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Salem, 2015-12. Replace with real Sentinel-2/Landsat analysis."
Sivaganga,2005,1,2005-01-15,0.354,0.082,0.244,Landsat-7 ETM+,6.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Sivaganga, 2005-01. Replace with real Sentinel-2/Landsat analysis."
Sivaganga,2005,2,2005-02-15,0.559,0.059,0.061,Landsat-7 ETM+,4.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Sivaganga, 2005-02. Replace with real Sentinel-2/Landsat analysis."
Sivaganga,2005,3,2005-03-15,0.306,-0.317,-0.075,Landsat-7 ETM+,10.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Sivaganga, 2005-03. Replace with real Sentinel-2/Landsat analysis."
Sivaganga,2005,4,2005-04-15,0.341,-0.11,-0.024,Sentinel-2A MSI,11.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Sivaganga, 2005-04. Replace with real Sentinel-2/Landsat analysis."
Sivaganga,2005,5,2005-05-15,0.328,0.117,-0.166,Landsat-7 ETM+,1.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Sivaganga, 2005-05. Replace with real Sentinel-2/Landsat analysis."
Sivaganga,2005,6,2005-06-15,0.532,0.228,-0.103,Sentinel-2B MSI,9.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Sivaganga, 2005-06. Replace with real Sentinel-2/Landsat analysis."
Sivaganga,2005,7,2005-07-15,0.602,-0.182,-0.206,Sentinel-2A MSI,2.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Sivaganga, 2005-07. Replace with real Sentinel-2/Landsat analysis."
Sivaganga,2005,8,2005-08-15,0.701,0.255,-0.149,Sentinel-2A MSI,7.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Sivaganga, 2005-08. Replace with real Sentinel-2/Landsat analysis."
Sivaganga,2005,9,2005-09-15,0.461,-0.177,0.17,Landsat-5 TM,13.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Sivaganga, 2005-09. Replace with real Sentinel-2/Landsat analysis."
Sivaganga,2005,10,2005-10-15,0.707,0.27,-0.138,Landsat-7 ETM+,1.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Sivaganga, 2005-10. Replace with real Sentinel-2/Landsat analysis."
